"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30"
"1",0.0355941832803838,0.0350925751829093,0.034558827469237,0.0340236846883556,0.0334945197945831,0.0329730245558477,0.0324595127669622,0.03195396524301,0.0314562834634787,0.0309663511138898,0.030484049000101,0.0300092586457923,0.0295418631435569,0.0290817473397495,0.0286287978579678,0.0281829030837004,0.0277439531398775,0.027311839860537,0.0268864567643497,0.0264676990284241,0.0260554634624863,0.0256496484834548,0.0252501540904087,0.024856881839946,0.0244697348219246,0.0240886176355823,0.023713436366028,0.0233440985610989,0.0229805132085788,0.0226225907137708
"2",0.00182750457661366,0.00178543799131707,0.00174109733878741,0.00169707920706399,0.00165398686008627,0.00161194376743531,0.00157095857782876,0.00153101288011721,0.00149208228183039,0.00145414146103143,0.00141716536729937,0.00138112949772336,0.0013460099509564,0.00131178342825222,0.00127842722206691,0.00124591920196878,0.00121423780019011,0.00118336199737403,0.00115327130864261,0.00112394577000915,0.00109536592513368,0.00106751281241459,0.00104036795240844,0.00101391333556958,0.000988131410301491,0.000963005071312043,0.000938517648264775,0.000914652894718801,0.000891394977349923,0.00086872846544585
"3",0.00151747417624631,0.00148378262343845,0.00144823890225918,0.00141292159287921,0.00137831524112709,0.00134452034674478,0.00131154537529038,0.00127937703909741,0.00124799719435938,0.00121738689596695,0.00118752736373893,0.00115840020603492,0.00112998746497831,0.0011022716189856,0.00107523557523223,0.00104886265989789,0.00102313660807253,0.000998041553770875,0.000973562020158344,0.000949682910008689,0.000926389496393733,0.000903667413601007,0.000881502648274043,0.000859881530769945,0.000838790726728933,0.000818217228850664,0.000798148348872259,0.000778571709743089,0.000759475237991494,0.000740847156278729
"4",0.00125649076173798,0.00122977067670475,0.00120155359800967,0.00117348699089022,0.00114595634482276,0.00111904278013421,0.0010927543643483,0.00106708184325668,0.00104201205514558,0.00101753115439279,0.000993625381557136,0.000970281242892936,0.000947485547815328,0.000925225412300859,0.000903488254218698,0.000882261786847976,0.000861534012084311,0.00084129321369443,0.000821527950702442,0.000802227050925001,0.000783379604656827,0.000764974958504181,0.000747002709363136,0.000729452698539302,0.000712315006005692,0.00069557994479549,0.000679238055526561,0.000663280101054597,0.000647697061251882,0.000632480127908726
"5",0.00104216058836805,0.00102112507333086,0.000998885531357562,0.000976737957522656,0.000954986868140885,0.000933697358494275,0.000912876960137258,0.000892519508482848,0.0008726157152624,0.000853155713218508,0.000834129665642036,0.000815527909510562,0.00079734098628346,0.000779559645698782,0.000762174843142968,0.000745177735550329,0.000728559677025421,0.00071231221447421,0.000696427083311246,0.00068089620325742,0.000665711674230165,0.000650865772325039,0.000636350945886828,0.000622159811668256,0.000608285151074358,0.000594719906490601,0.000581457177692888,0.000568490218337634,0.000555812432530101,0.000543417371469269
"6",0.000871297295773127,0.000854796554283645,0.000837328273880815,0.000819908116113717,0.000802775828522621,0.000785983531885784,0.000769538149231463,0.000753435809977319,0.00073767015389899,0.000722234333319723,0.00070712149405618,0.000692324889190037,0.000677837904254369,0.000663654061083743,0.000649767016560522,0.000636170560174818,0.000622858611342808,0.000609825216710491,0.00059706454749682,0.000584570896888307,0.000572338677487149,0.000560362418812523,0.000548636764854096,0.000537156471676722,0.000525916405075256,0.000514911538278442,0.000504136949700841,0.000493587820741807,0.00048325943363052,0.000473147169316106
"7",0.000740281055521151,0.000727303322525801,0.000713544135372011,0.000699801403483497,0.000686264404811502,0.000672975014399116,0.000659939524876148,0.000647155698955882,0.000634619309759195,0.000622325720768397,0.000610270266444238,0.000598448342894129,0.000586855428463513,0.00057548708741003,0.000564338969512758,0.000553406808723425,0.000542686421610292,0.000532173705775735,0.000521864638290838,0.000511755274157003,0.00050184174479657,0.000492120256572481,0.000482587089336574,0.000473238595005986,0.000464071196167134,0.000455081384706737,0.000446265720469354,0.000437620829940934,0.000429143404957862,0.000420830201441014
"8",0.000645410958210119,0.000635050975552212,0.000624049973821787,0.00061304410236846,0.000602185005520158,0.000591506798820989,0.000581015167031459,0.00057070895444085,0.000560585393588821,0.000550641370805531,0.000540873731919624,0.000531279355525736,0.000521855169973187,0.000512598156738461,0.0005035053505133,0.000494573838510298,0.000485800759591688,0.000477183303367787,0.000468718709300335,0.000460404265819059,0.000452237309453249,0.000444215223978594,0.000436335439579098,0.000428595432023868,0.000420992721858492,0.000413524873610766,0.000406189495010507,0.00039898423622321,0.000391906789097292,0.000384954886424694
"9",0.000583200511491509,0.00057458735473895,0.000565428863051595,0.000556253297781757,0.000547187088475724,0.000538259056876944,0.000529474371329974,0.000520832492641346,0.000512331526596772,0.000503969279131002,0.00049574351176929,0.000487652003117299,0.000479692563319602,0.000471863037119122,0.000464161304159264,0.000456585278624513,0.000449132908727637,0.000441802176166651,0.000434591095581268,0.000427497714015952,0.000420520110391189,0.000413656394983245,0.000406904708912394,0.00040026322363948,0.000393730140470706,0.000387303690070493,0.000380982131982302,0.000374763754157266,0.000368646872490524,0.000362629830365119
"10",0.000550718993315529,0.000542960502306086,0.000534704861190331,0.000526427601088875,0.000518242762226692,0.00051017651291007,0.000502233707963712,0.000494414051877259,0.000486716021995903,0.000479137820408638,0.000471677604635164,0.000464333543270701,0.000457103829150912,0.000449986682211635,0.000442980349852643,0.000436083106700727,0.000429293254232059,0.000422609120365371,0.00041602905905298,0.000409551449876095,0.000403174697645939,0.00039689723201095,0.000390717507070078,0.000384634000992088,0.000378645215640789,0.000372749676206106,0.000366945930840885,0.00036123255030336,0.000355608127605187,0.000350071277664954
"11",0.00056374858282947,0.000555340088261081,0.000546400599575425,0.000537445897281758,0.000528599369046195,0.00051988910234129,0.000511320095018897,0.000502891775207179,0.000494602249804122,0.000486449334241492,0.000478430801716612,0.000470544443159563,0.000462788081313462,0.000455159573695242,0.000447656812867574,0.000440277726066109,0.000433020274677632,0.000425882453689168,0.000418862291137044,0.000411957847562826,0.000405167215477673,0.0003984885188354,0.000391919912514199,0.000385459581806882,0.000379105741919539,0.000372856637478452,0.000366710542045137,0.000360665757639381,0.000354720614270145,0.000348873469474192
"12",0.000568310745793165,0.000559955461438662,0.000551070542728356,0.000542168402677189,0.000533371702542503,0.000524708423404499,0.000516183600333409,0.000507796730754728,0.000499545996926766,0.000491429289670191,0.000483444456224939,0.00047558935992685,0.000467861894248778,0.000460259985779989,0.000452781594529486,0.000445424713587082,0.000438187368635395,0.000431067617432281,0.000424063549292582,0.000417173284576086,0.000410394974183276,0.000403726799059141,0.000397166969705016,0.000390713725698347,0.000384365335220259,0.000378120094590799,0.000371976327811725,0.000365932386116733,0.000359986647528985,0.000354137516425831
"13",0.000590394167588002,0.00058187151929753,0.000572806079413134,0.000563720391754571,0.000554739642491202,0.00054589246273786,0.000537184074851207,0.00052861404865047,0.000520180609579244,0.000511881683553208,0.000503715150037587,0.00049567890303048,0.000487770865446963,0.00047998899220386,0.000472331270569549,0.000464795719856565,0.000457380390961014,0.000450083365870976,0.000442902757173449,0.000435836707566895,0.000428883389381022,0.00042204100410409,0.000415307781917726,0.000408681981239153,0.000402161888270726,0.000395745816556644,0.000389432106546744,0.000383219125167246,0.000377105265398353,0.000371088945858584
"14",0.000628513570257566,0.000619691197012235,0.000610302996644737,0.000600889680415818,0.000591580939178995,0.000582406546765074,0.000573372040324824,0.000564477099674604,0.000555720008671867,0.000547098737751491,0.000538611206295532,0.000530255345929642,0.000522029115504706,0.000513930504357043,0.000505957532729324,0.000498108251508073,0.000490380741800922,0.000482773114480557,0.000475283509726053,0.000467910096568978,0.000460651072445963,0.00045350466275808,0.000446469120437022,0.000439542725517999,0.000432723784719269,0.000426010631028179,0.000419401623293636,0.000412895145824898,0.00040648960799659,0.000400183443859848
"15",0.000680433843804025,0.000671244707722168,0.000661460735292461,0.000651644819276619,0.000641932178113799,0.000632354006593981,0.000622916249036605,0.000613618740835846,0.000604459857661515,0.000595437644301816,0.000586550088477875,0.000577795186998303,0.000569170961483835,0.00056067546184902,0.000552306766815456,0.000544062983709036,0.000535942248088186,0.000527942723335861,0.000520062600247492,0.000512300096622619,0.000504653456862007,0.000497120951570651,0.000489700877166655,0.000482391555495946,0.000475191333452738,0.000468098582605659,0.000461111698829457,0.000454229101942205,0.000447449235347923,0.000440770565684528
"16",0.000757609514706539,0.000748492414948405,0.000738770093177345,0.00072900018111838,0.000719317175567878,0.000709752495952213,0.000700312493680826,0.000690997438407654,0.000681806137189184,0.000672737058009337,0.000663788602882507,0.000654959174072678,0.000646247189985997,0.000637651088823106,0.000629169329256592,0.000620800390387545,0.000612542771529493,0.000604394991953094,0.000596355590623971,0.000588423125941536,0.00058059617548069,0.000572873335736799,0.000565253221874044,0.000557734467477088,0.000550315724306065,0.000542995662054811,0.000535772968112321,0.000528646347327377,0.0005216145217763,0.000514676230533804
"17",0.000825349604446508,0.000815738312974316,0.000805484798215053,0.000795176672964238,0.000784955809682988,0.000774855453014,0.000764882416841876,0.000755037098218114,0.000745318348670518,0.000735724659603164,0.000726254450593997,0.000716906139356985,0.000707678158568457,0.000698568959763852,0.000689577014090228,0.000680700812296047,0.000671938864537821,0.000663289700144637,0.000654751867374867,0.000646323933173354,0.000638004482931094,0.000629792120247843,0.000621685466697748,0.000613683161597989,0.000605783861780386,0.000597986241365955,0.000590288991542364,0.000582690820344246,0.000575190452436353,0.000567786628899487
"18",0.00089490347027985,0.00088471751807565,0.000873847938038023,0.00086291729844785,0.000852076013165191,0.000841359399853027,0.000830774762392506,0.000820322600372904,0.000810001772922313,0.00079981075567888,0.000789747946603891,0.000779811740235067,0.00077000054556876,0.000760312790220998,0.000750746921250514,0.00074130140517153,0.000731974727771642,0.000722765393884588,0.000713671927154331,0.000704692869799305,0.000695826782378938,0.000687072243562955,0.000678427849903527,0.000669892215610292,0.000661463972328199,0.000653141768918143,0.000644924271240365,0.000636810161940575,0.000628798140238763,0.000620886921720674
"19",0.000963690245654293,0.000952889776249946,0.000941362317253518,0.000929767869920603,0.00091826596293752,0.000906894103772181,0.000895660094165516,0.000884564518429292,0.000873606219699952,0.000862783633232274,0.000852095110857255,0.000841538999790365,0.000831113661626787,0.000820817476774656,0.000810648845344869,0.000800606187180417,0.00079068794167851,0.00078089256756454,0.000771218542656587,0.000761664363629852,0.000752228545783275,0.000742909622808879,0.000733706146563925,0.000724616686845868,0.000715639831170115,0.000706774184550523,0.000698018369282625,0.000689371024729535,0.000680830807110506,0.000672396389292113
"20",0.00102913327935855,0.00101771464163169,0.00100552596926305,0.000993264952715118,0.000981100278229881,0.000969071639609209,0.000957187323457897,0.000945447984091415,0.000933852433827196,0.000922399052921039,0.000911086132727273,0.00089991195906825,0.000888874832339553,0.000877973072210959,0.000867205018578383,0.000856569031605212,0.000846063491544205,0.00083568679850827,0.000825437372231062,0.000815313651827361,0.000805314095555613,0.000795437180583206,0.000785681402754567,0.0007760452763621,0.00076652733391993,0.000757126125940415,0.000747840220713408,0.000738668204088222,0.000729608679258265,0.000720660266548324
"21",0.00109086848989296,0.00107860961249019,0.00106552599580123,0.00105236678728201,0.00103931304920271,0.00102640734216933,0.00101365851020669,0.00100106720584348,0.000988632105660008,0.000976351423522729,0.000964223278815947,0.000952245785876935,0.000940417075549454,0.000928735300211521,0.000917198634782051,0.000905805276751097,0.00089455344597501,0.000883441384417006,0.000872467355877033,0.000861629645721605,0.000850926560616175,0.000840356428260619,0.000829917597127971,0.00081960843620638,0.000809427334744276,0.000799372701998699,0.000789442966986753,0.000779636578240149,0.000769952003562794,0.000760387729791399
"22",0.00114452021702113,0.00113180640318711,0.00111823539830494,0.00110458404060598,0.00109104014636221,0.00107764790659865,0.00106441654289634,0.00105134677907135,0.00103843728816061,0.00102568626223957,0.00101309179448877,0.00100065197201306,0.000988364898224417,0.000976228698074253,0.000964241519111946,0.000952401531529523,0.00094070692796209,0.000929155923231361,0.000917746754077877,0.000906477678892996,0.000895346977453325,0.000884352950658184,0.000873493920270262,0.000862768228659441,0.000852174238549753,0.000841710332769455,0.000831374914004166,0.000821166404553038,0.000811083246087919,0.000801123899415477
"23",0.00119068143368976,0.00117761734773963,0.00116367045349426,0.00114963887084503,0.00113571562745128,0.00112194618650212,0.00110834007658939,0.00109489809197576,0.00108161891803714,0.00106850074479095,0.00105554165967218,0.00104273974298004,0.00103009309090865,0.00101759982094271,0.00100525807296033,0.000993066009292989,0.000981021814533941,0.000969123695287895,0.000957369879908839,0.000945758618237426,0.000934288181340661,0.000922956861254532,0.000911762970729708,0.000900704842980308,0.000889780831435721,0.000878989309495421,0.00086832867028677,0.000857797326425753,0.000847393709780609,0.00083711627123834
"24",0.0012296761053971,0.00121635962023314,0.00120214113835943,0.00118783407018915,0.00117363521137432,0.00115959096105454,0.00114571108769893,0.00113199645411707,0.00111844577179849,0.0011050572461054,0.001091828976832,0.00107875905556943,0.00106584558921432,0.0010530867054884,0.00104048055407839,0.00102802530671154,0.00101571915697419,0.00100356032007018,0.000991547032566982,0.00097967755214116,0.000967950157325946,0.000956363147261662,0.000944914841449052,0.000933603579505557,0.000922427720924504,0.000911385644837184,0.000900475749777766,0.000889696453451039,0.000879046192502919,0.000868523422293717
"25",0.00126170915927351,0.00124822496844762,0.00123382527190575,0.00121933359308368,0.00120494924432146,0.00119071926646957,0.001176653606586,0.00116275319133491,0.00114901676728809,0.00113544256733132,0.00112202871646409,0.001108773330465,0.00109567453972896,0.00108273049487571,0.00106993936791944,0.00105729935235918,0.00104480866300862,0.00103246553576466,0.00102026822736331,0.00100821501513471,0.000996304196760121,0.000984534090031579,0.000972903032614333,0.000961409381812065,0.000950051514334895,0.000938827826070107,0.000927736731855604,0.000916776665256026,0.000905946078341516,0.000895243441469103
"26",0.00128044397978974,0.00126728751402687,0.00125323170473749,0.00123907968540323,0.00122502602868046,0.00121111679082867,0.00119736183090046,0.00118376219962236,0.00117031681598825,0.00115702409456153,0.00114388234196407,0.00113088985335109,0.0011180449357585,0.00110534591362725,0.00109279112998505,0.00108037894657152,0.00106810774370762,0.00105597592010457,0.00104398189265985,0.00103212409625181,0.00102040098353573,0.00100881102474199,0.000997352707476435,0.000986024536523063,0.000974825033648883,0.000963752737411033,0.000952806202966065,0.000941984001881412,0.000931284721948984,0.000920706967000893
"27",0.00130714042387113,0.0012939461930702,0.00127984735730957,0.00126564918870074,0.00125154686254164,0.00123758663535806,0.00122377846045215,0.00121012345442362,0.00119662059404411,0.00118326834884377,0.00117006507898002,0.00115700913207935,0.00114409886668982,0.00113133265784287,0.00111870889825508,0.00110622599846871,0.00109388238673509,0.00108167650883714,0.00106960682789866,0.00105767182419198,0.00104586999494694,0.00103419985416172,0.00102265993241577,0.0010112487766848,0.00099996495015778,0.000988807032056096,0.000977773617454603,0.000966863317104751,0.000956074757259653,0.000945406579501114
"28",0.00133106271370209,0.0013176202918617,0.00130325632510095,0.00128879123791547,0.0012744238757236,0.00126020136324329,0.00124613383914394,0.00123222243925647,0.001218466119388,0.00120486331860095,0.00119141236455902,0.00117811157218814,0.00116495926756902,0.001151953793603,0.00113909351123593,0.00112637679960095,0.00111380205589929,0.00110136769521906,0.00108907215034055,0.00107691387153991,0.00106489132639414,0.00105300299958801,0.00104124739272311,0.00102962302412896,0.00101812842867629,0.00100676215759237,0.000995522778278407,0.000984408874128965,0.000973419044353449,0.000962551903799525
"29",0.00135340047352249,0.00133948943071799,0.00132462752052266,0.00130966394294748,0.00129480442923168,0.0012800976756857,0.00126555410540099,0.00125117482801577,0.00123695869921464,0.00122290404134999,0.00120900906266612,0.00119527195930534,0.00118169093999365,0.00116826423188136,0.00115499008179231,0.00114186675635584,0.00112889254186839,0.0011160657440912,0.00110338468803426,0.00109084771773886,0.00107845319606168,0.00106619950446106,0.00105408504278566,0.00104210822906551,0.00103026749930545,0.00101856130728086,0.00100698812433577,0.000995546439183219,0.000984234757707939,0.000973051602771212
"30",0.00137459700968862,0.00136001117692564,0.00134443379439897,0.00132875559004999,0.00131319218170555,0.00129779448640832,0.00128257329585663,0.0012675296429136,0.0012526622012746,0.00123796908830374,0.00122344830410047,0.00120909783826867,0.00119491569572008,0.00118089990275204,0.00116704850832127,0.00115335958414966,0.0011398312245477,0.00112646154617161,0.00111324868776661,0.00110019080990913,0.00108728609475105,0.00107453274576673,0.00106192898750293,0.00104947306533161,0.00103716324520568,0.0010249978134176,0.00101297507636084,0.00100109336029401,0.000989351011107955,0.000977746394095418
"31",0.00138691955905956,0.0013716019077302,0.00135525040815609,0.00133880093170581,0.0013224797805661,0.00130634022642993,0.00129039340871697,0.00127464022735781,0.00125907911060873,0.0012437079066279,0.00122852434389166,0.00121352614306214,0.00119871104397144,0.00118407681193613,0.00116962123904105,0.00115534214420087,0.00114123737292717,0.00112730479702678,0.00111354231428633,0.00109994784815649,0.001086519347439,0.00107325478597718,0.00106015216235033,0.00104720949957169,0.00103442484479016,0.00102179626899564,0.00100932186672798,0.000996999755789482,0.000984828076960885,0.000972804993720849
"32",0.00140452337552761,0.00138861004662069,0.00137162776737104,0.00135454910949095,0.00133760907970912,0.00132086288026687,0.00130432194715065,0.001287987084962,0.00127185653466803,0.00125592793756008,0.00124019881310585,0.00122466667498712,0.00120932905905199,0.00119418352982495,0.00117922768180034,0.00116445913946937,0.00114987555704238,0.0011354746181005,0.0011212540352336,0.00110721154967843,0.00109334493096017,0.00107965197653826,0.00106613051145652,0.00105277838799777,0.0010395934853426,0.00102657370923259,0.00101371699163761,0.00100102129042735,0.000988484589046985,0.000976104896196806
"33",0.00144021269297011,0.00142356383698279,0.00140580091952824,0.00138794172045254,0.00137023202529609,0.00135272946649971,0.00133544589120391,0.0013183820291725,0.0013015359316341,0.0012849050250224,0.00126848661051801,0.00125227798529564,0.00123627647169764,0.00122047942400089,0.00120488422973403,0.00118948830967259,0.00117428911751634,0.00115928413949347,0.00114447089395102,0.00112984693094593,0.00111540983184021,0.00110115720890103,0.00108708670490579,0.00107319599275233,0.00105948277507403,0.00104594478385982,0.00103257978007913,0.00101938555331154,0.00100635992138122,0.000993500729996029
"34",0.00149455562758214,0.00147703651085863,0.00145834828347926,0.00143956211381265,0.00142093657172012,0.00140253221088458,0.00138436140934623,0.00136642485070232,0.00134872040271827,0.00133124527768172,0.00131399655776068,0.00129697132247321,0.00128016667933232,0.00126357977093255,0.00124720777630832,0.00123104791090292,0.00121509742620418,0.00119935360930351,0.00118381378244101,0.00116847530255156,0.00115333556081569,0.00113839198221595,0.00112364202509892,0.00110908318074302,0.00109471297293171,0.00108052895753241,0.00106652872208075,0.00105270988537027,0.0010390700970474,0.00102560703721172
"35",0.00156748110525524,0.00154896494853501,0.00152921503064745,0.00150936359236232,0.00148968388114431,0.00147023984229825,0.00145104450548957,0.00143209854281415,0.00141339965190969,0.0013949448388213,0.00137673097308316,0.00135875492237391,0.00134101358487338,0.00132350389673193,0.00130622283348911,0.0012891674100252,0.00127233468016091,0.0012557217361765,0.00123932570831632,0.00122314376429477,0.00120717310880741,0.00119141098304823,0.00117585466423309,0.00116050146512938,0.00114534873359185,0.00113039385210445,0.00111563423732817,0.00110106733965483,0.00108669064276658,0.00107250166320131
"36",0.00163965288010028,0.00162000034098658,0.0015990421399043,0.00157798022879455,0.00155710454685468,0.00153648285221151,0.00151612886613308,0.00149604319885292,0.0014762233069343,0.0014566659153535,0.00143736760629181,0.00141832496191478,0.0013995345986485,0.00138099317506459,0.00136269739335058,0.00134464399922568,0.00132682978148409,0.00130925157145357,0.00129190624243904,0.00127479070916822,0.0012579019272432,0.00124123689259909,0.00122479264096967,0.00120856624736016,0.0011925548255269,0.00117675552746401,0.00116116554289675,0.00114578209878173,0.00113060245881358,0.00111562392293826
"37",0.00169877956752959,0.00167821197038834,0.00165628072156004,0.0016342439007258,0.00161240488882901,0.00159083451600856,0.00156954706217348,0.00154854308939681,0.00152781986172763,0.00150737387939801,0.00148720149476773,0.0014672990616476,0.00144766297112215,0.00142828965976955,0.00140917561117359,0.0013903173558106,0.00137171147054736,0.00135335457805085,0.00133524334618271,0.00131737448739625,0.00129974475814018,0.00128235095826987,0.00126518993046656,0.00124825855966422,0.00123155377248411,0.00121507253667688,0.00119881186057221,0.00118276879253569,0.00116694042043312,0.00115132387110182
