"","V1","V2","V3","V4","V5"
"0",0.0207,0.0207,0.0193,0.0195,0.0199
"1",0.00116401338044581,0.00102447249021134,0.000959300168501097,0.00106793376398892,0.000995071788875962
"2",0.000948103313563385,0.000812449513866156,0.000782222117318466,0.000843948278283993,0.000789826247961398
"3",0.000768936463216515,0.000646390285246716,0.00063810990751987,0.000665233519202176,0.000624129660425229
"4",0.000623468227663514,0.0005199971387054,0.000523473696843237,0.000526412449913392,0.000494061022077417
"5",0.000508622996216459,0.000427331457949568,0.000434924073729174,0.000422323472068287,0.000395741901569681
"6",0.000421350580193852,0.000362880267814953,0.000369224052889826,0.000348084773331427,0.00032539483842431
"7",0.000358664283011977,0.000321595639635528,0.000323318886825175,0.000299134273037992,0.000279375762521034
"8",0.000317573974552078,0.000298839547113243,0.000294277187087091,0.000271175487774691,0.000254120631799531
"9",0.000295218911578433,0.000290503949310538,0.000279405024631221,0.000260298153774845,0.000246260059288356
"10",0.000300258261588935,0.000303346459583636,0.000285638964332378,0.000273750717861479,0.000262588878228074
"11",0.000300484656558523,0.000307460014666251,0.000286314337374803,0.000280424749177667,0.000274220459886237
"12",0.000311021014020491,0.000316281195675375,0.000293936849373413,0.000294206734083349,0.000293757880909935
"13",0.00033101689573933,0.000329212454661614,0.000308040184082397,0.000314180148549413,0.000319967308440733
"14",0.000358242938385946,0.000344724287183877,0.000326969864423085,0.000338337072540394,0.000350363763518165
"15",0.000412613131027642,0.000364219667086348,0.000361902563358957,0.000376946153505676,0.000407244948141478
"16",0.000442063147307406,0.000382491668085988,0.000383612160445498,0.000402120193391039,0.000432762720573458
"17",0.000466300552564612,0.000400667479641589,0.0004029868991846,0.000423999764193541,0.000449386903415127
"18",0.000484719265369023,0.00041866315334593,0.000419810922306855,0.000442335738504593,0.000457019027515104
"19",0.000496420555719527,0.000435558354184062,0.000433287762289063,0.000456362370582677,0.000455524087802577
"20",0.000486255999826764,0.000453443142222416,0.000433841081044289,0.000454687776027944,0.000414939738043192
"21",0.00049196160656048,0.000467948299031916,0.000445474943311936,0.000465872546534468,0.000410743604959576
"22",0.000498528616046933,0.000481078456714158,0.000458451203018793,0.000478399159075895,0.000412848734274645
"23",0.000507286010876941,0.000496812383779318,0.000473618193997752,0.00049321260578039,0.000422785717841629
"24",0.000518471198752615,0.000512786413756914,0.000490732489592707,0.000510134273240247,0.00044044813682235
"25",0.0005338566050503,0.0005160637061492,0.000515505903187464,0.000535547121194565,0.000487049241101977
"26",0.000552521867346334,0.000519389474484436,0.000536361783564292,0.000556405046726673,0.000513428796053205
"27",0.000575580297110084,0.000541821471153134,0.000558568757178452,0.00057861433202445,0.000540042966886703
"28",0.000603943360536735,0.000583400853499428,0.000583001582823061,0.000603049577244832,0.000566633570307339
"29",0.000637464344751087,0.000644173865000586,0.00060970048162455,0.000629751017021514,0.00060179292063288
"30",0.000677537445700491,0.000700483909431335,0.000631580102135404,0.000652888648379571,0.0006211835343446
"31",0.000722981126946132,0.000744143300346332,0.000668563184368683,0.000689495012457644,0.000637477701111177
"32",0.000774595680645351,0.00079477279664418,0.000712990004658213,0.000733227351018153,0.00067757870788226
"33",0.000828178504550486,0.000852400414016689,0.000765713007751866,0.000780845167783324,0.000741551701545468
"34",0.000912850154526632,0.000917057851960331,0.000826336965654162,0.000863152147604715,0.00082947265330053
"35",0.000983860615675273,0.000964733762068198,0.000904691278400522,0.000931728190899451,0.000913232298603567
"36",0.00104242745758248,0.00100794531942473,0.000978529605016155,0.000986200823253964,0.000981313042731673
"37",0.00112204382622547,0.00107706789612044,0.00105712535753456,0.00106177664070661,0.00105615963999289
"38",0.0012228150264786,0.00117221904511847,0.00114099650948633,0.00115855467600705,0.00113781466329128
"39",0.00134486436301744,0.00129353596713545,0.00122989599456934,0.00127665112048236,0.00122632594596758
"40",0.00145724776970225,0.00140032831781709,0.00131952534271218,0.00138495607592479,0.00129198874394265
"41",0.00155612255988493,0.00149028244893734,0.00142270186906026,0.00147966567410615,0.00135349908684696
"42",0.0016707061001251,0.00160316300464118,0.00153484840183123,0.00159017198233663,0.00145009348021024
"43",0.00180113285469896,0.0017391419426795,0.00165710074659312,0.00171660264784283,0.00158198736080474
"44",0.00194755636567746,0.00189841893750529,0.00178958055153331,0.00185910380774471,0.00174943349317719
"45",0.00207123044595211,0.00203348252057573,0.00193379413344823,0.00197707523668722,0.00190833158111673
"46",0.00218540239526506,0.00215421379549767,0.00208931212360878,0.00208539555665899,0.00204472779252037
"47",0.00233582245248298,0.00231349940226115,0.0022571179284397,0.00223248093852533,0.00219608715900474
"48",0.00252286896054267,0.00251174071995068,0.00243825488880055,0.00241871358058358,0.00236259589455409
"49",0.00274697998165843,0.0027494062409387,0.00263279274502146,0.00264453823157498,0.00254446428207373
"50",0.00294657839510867,0.00295504576338101,0.00287979002547437,0.00282991297826715,0.00266587946861052
"51",0.00312395413256907,0.00313698635087826,0.00309248195250688,0.00299115038881601,0.00277871063453372
"52",0.00334262779096563,0.00337177549508932,0.00331104814512789,0.00321743140646186,0.00298565785472946
"53",0.00360324375064255,0.00366022454606647,0.00355112651354615,0.00350967201177862,0.00328788349648438
"54",0.00390654609110925,0.00400328246423681,0.00386796486224193,0.0038689527974718,0.00368677375831252
"55",0.00406868687604249,0.00424911145924628,0.00405966771783551,0.0041622467504335,0.00403887043760725
"56",0.00420587140310134,0.00446330874060941,0.00422521326365364,0.0044160140246973,0.0043320616665385
"57",0.00456339910574809,0.00483339167263309,0.00458740092285337,0.00477892728568456,0.00470611122325261
"58",0.00514533469356742,0.00536251146802581,0.00514991492931826,0.00525326440504471,0.00516279320408262
"59",0.00595669367575401,0.006054495330415,0.00591728799494327,0.00584175712647237,0.00570422180888348
"60",0.00673866432456613,0.00670262418959029,0.0066590338979084,0.00634151406349895,0.00610008027935777
"61",0.00738661350011708,0.00725876304520783,0.00728224391064526,0.00677819120467812,0.00645029541209694
"62",0.00811398061993418,0.00791146042108091,0.00797719406336897,0.0073732405599938,0.00704159545003797
"63",0.00892447867507222,0.00866460885350382,0.00874721822066918,0.00813187311639484,0.00788113205282325
"64",0.00982248535226402,0.00952283245456698,0.00959622329226732,0.00906041097714653,0.00897776898809012
"65",0.0105475931071604,0.0102428649068917,0.0102386350214802,0.00980144766609293,0.00999543697943479
"66",0.0112489232989816,0.0109250898699204,0.0108590563492693,0.010459746355465,0.0108803176681454
"67",0.0122762042808851,0.011875873759281,0.011850610341387,0.0114613803084089,0.0119565855117913
"68",0.0136467484418825,0.0131091848528055,0.0132319419435887,0.0128232829527424,0.0132354177789488
"69",0.0153821157450957,0.0146422069169127,0.0150263889951791,0.0145667061198579,0.0147305066261487
"70",0.0167853913962076,0.0157762936799787,0.016636901150368,0.0161216135911638,0.0158987869457645
"71",0.0180400979770492,0.0167858900559819,0.0180744134415199,0.0175191151643241,0.0170033524875017
"72",0.0199909476044596,0.018559120909046,0.0199889664244888,0.0193894079692018,0.0187633544902171
"73",0.0226976119730449,0.0211554211311682,0.0224235786275451,0.0217738456161981,0.0212311220185668
"74",0.026238450886712,0.0246528880056175,0.0254335781420768,0.0247256227779959,0.0244747746581995
"75",0.0297592732924128,0.0281151529171014,0.0280591220576348,0.0273517404622462,0.0275558077769871
"76",0.0331054495805573,0.0313248378324012,0.0305904096257971,0.0298801323344351,0.0304319335072851
"77",0.0372050948843254,0.0352545211637953,0.0342848546836898,0.033457058334598,0.0341621698605168
"78",0.0421903757481026,0.040025152664882,0.0393155077578419,0.038236113217564,0.0388794571684465
"79",0.0482400134164358,0.0457996636820397,0.0459218576673998,0.0444281763425901,0.0447645659645727
"80",0.054747317314487,0.0519666354493245,0.0526518811275158,0.050750151002595,0.0509151425028596
"81",0.0618545675884455,0.0586490217315286,0.059590947221395,0.0572806774341264,0.0574303924596246
"82",0.0707061764718003,0.0669372521547183,0.0688433548198691,0.0658710372185507,0.0657180257509421
"83",0.0818438462592137,0.0773077752322631,0.0811130086459198,0.0771217832368482,0.0762944139499499
"84",0.0960873021298882,0.09047229866748,0.0975000383524608,0.0919548175712884,0.089938447667337
